"V1" "V2" "V3" "V4" "V5"
"1" -0.548801163819815 -0.456485121377682 -0.315374466030235 -0.473016261470109 -0.408941535077823
"2" -0.399188461991991 -0.435794153198377 -0.558519114517236 -0.578401862916281 -0.06511306738618
"3" -0.353186277908882 -0.550291156223029 -0.480394289183458 -0.463773394185299 0.355773329867993
"4" -0.56765112848426 -0.412386388706472 -0.601799038296069 -0.00456913980222281 -0.381479623581097
"5" -0.632365450787974 -0.555356790254953 -0.521993452213332 -0.137114870562509 0.0203745008398473
"6" -0.539726918089763 -0.475612134569723 -0.430496653049064 -0.0545086207392927 0.542392287295839
"7" -0.537405489537024 -0.439645410987561 -0.441764481394491 0.434812792161339 -0.365635380077157
"8" -0.571299461801012 -0.642278283931428 -0.414711252811955 0.297517561529644 0.0243599734927635
"9" -0.362814845552946 -0.452197894589098 -0.546518473538009 0.55151749229806 0.247039401202567
"10" -0.554609827219956 -0.489939759440608 0.183091731242271 -0.469469775073164 -0.445468876481614
"11" -0.145165126641953 -0.843305629566922 0.354486690696138 -0.340080261854166 0.162626267141152
"12" -0.562594846140866 -0.3484024807017 -0.13713206832551 -0.704485107926389 0.216790864852164
"13" -0.636164196283045 -0.49572897856279 -0.0363964679013637 -0.0992387394031366 -0.581699978430996
"14" -0.696211761385921 -0.680294933873558 0.202226776449755 -0.106166917247265 -0.0179137607117269
"15" -0.445470435656102 -0.588574856536658 -0.0238639489961477 0.0189120279756275 0.673949980596019
"16" -0.605230835694074 -0.452939038970948 0.00446116550600506 0.51796130799934 -0.40029744430744
"17" -0.661811709791331 -0.441306989455056 -0.133280092784958 0.590389962702375 0.0304878770778114
"18" -0.584251405174738 -0.300381188669199 0.0828659962740255 0.586705451599418 0.466188134523026
"19" -0.253372595173294 -0.623494301785078 0.488465350427397 -0.392263071937488 -0.3931773995065
"20" -0.481422379498656 -0.649278430351615 0.323518909458874 -0.489838587986829 -0.045427803596528
"21" -0.464667952780681 -0.473472148673625 0.441653791391678 -0.482341008476194 0.363588913720586
"22" -0.266556939125785 -0.79404863548093 0.413308982424629 0.137170825487006 -0.329839373600389
"23" -0.496648814672318 -0.578051948289629 0.630659451180694 -0.0395470847452411 -0.141069432152272
"24" -0.555216130625552 -0.538351984655614 0.42932056412175 -0.025730371098312 0.465761731077036
"25" -0.324711997810915 -0.554975169333608 0.354406446822203 0.524843175629796 -0.430697563664422
"26" -0.418516839012549 -0.547470566851126 0.602720960249093 0.402162682051514 -0.0105950524394533
"27" -0.399730725764047 -0.552976214214744 0.364640337857532 0.402036674291533 0.489731140448131
"28" -0.532591922088173 -0.000272713675920575 -0.493007662814203 -0.506859686028478 -0.465169295245576
"29" -0.502672276613639 -0.00224079782364888 -0.678433936513274 -0.535366743488165 -0.0206253461341641
"30" -0.649847355535736 -0.0574931555561643 -0.438778611308546 -0.198426063713895 0.585229338861748
"31" -0.678179293302942 0.0548370415183829 -0.570934319886423 -0.0808664439912729 -0.452283501384549
"32" -0.660127737412525 -0.0744155706220339 -0.729240148778652 -0.129962276838221 0.100061506864196
"33" -0.822258036421864 -0.252036782183983 -0.191780904276097 0.0765797945807181 0.466609903220048
"34" -0.686261391543 0.00206935202830989 -0.409512258383934 0.467242177434746 -0.378187094067177
"35" -0.639106538904578 -0.0131659706977816 -0.528456096727221 0.555620498558348 0.0582194517201888
"36" -0.608227163958893 -0.109535940992541 -0.370238530190493 0.396794882691009 0.568804752517076
"37" -0.637340915959054 -0.143141702213751 0.0179127730520546 -0.678203534015987 -0.336193558745011
"38" -0.675285012447724 0.0514772389065445 -0.00297793075767497 -0.732174326880971 0.0724716001122949
"39" -0.368638202625756 -0.256072785628261 0.162233011932799 -0.629798068686837 0.612835578718286
"40" -0.520530716416216 -0.127404247885476 0.025755925990604 -0.0290574737855315 -0.84339090959147
"41" -0.979296120497225 0.10743124308536 0.0840667656708503 0.149476255382367 0.00522152992205312
"42" -0.496250474474459 0.0817447266197419 0.0464585432758991 0.0638074297416885 0.860711032763133
"43" -0.543503375664036 -0.0399107157513251 -0.0480264426597294 0.628980278032273 -0.552348156566047
"44" -0.571310264613756 -0.0326682238535038 0.0927224197033587 0.799468195501289 0.157450074510885
